first,second,third 
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",['/indicator/SE.TER.CUAT.ST.MA.ZS?downloadformat=excel']
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",['/indicator/SE.TER.CUAT.ST.ZS?downloadformat=excel']
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",['/indicator/SE.SEC.CUAT.UP.FE.ZS?downloadformat=excel']
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",['/indicator/SE.SEC.CUAT.UP.MA.ZS?downloadformat=excel']
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",['/indicator/SE.SEC.CUAT.UP.ZS?downloadformat=excel']
"Effective transition rate from primary to lower secondary general education, both sexes (%)",['/indicator/SE.SEC.PROG.ZS?downloadformat=excel']
Emigration rate of tertiary educated (% of total tertiary educated population),['/indicator/SM.EMI.TERT.ZS?downloadformat=excel']
"Enrolment in primary education, both sexes (number)",['/indicator/SE.PRM.ENRL?downloadformat=excel']
"Enrolment in secondary education, both sexes (number)",['/indicator/SE.SEC.ENRL?downloadformat=excel']
"Enrolment in secondary general, both sexes (number)",['/indicator/SE.SEC.ENRL.GC?downloadformat=excel']
"Enrolment in secondary vocational, both sexes (number)",['/indicator/SE.SEC.ENRL.VO?downloadformat=excel']
Expenditure on education as % of total government expenditure (%),['/indicator/SE.XPD.TOTL.GB.ZS?downloadformat=excel']
Expenditure on primary as % of government expenditure on education (%),['/indicator/SE.XPD.PRIM.ZS?downloadformat=excel']
Expenditure on secondary as % of government expenditure on education (%),['/indicator/SE.XPD.SECO.ZS?downloadformat=excel']
Expenditure on tertiary as % of government expenditure on education (%),['/indicator/SE.XPD.TERT.ZS?downloadformat=excel']
"Government expenditure on education, total (% of GDP)",['/indicator/SE.XPD.TOTL.GD.ZS?downloadformat=excel']
"Government expenditure per student, primary (% of GDP per capita)",['/indicator/SE.XPD.PRIM.PC.ZS?downloadformat=excel']
"Government expenditure per student, secondary (% of GDP per capita)",['/indicator/SE.XPD.SECO.PC.ZS?downloadformat=excel']
Government expenditure per tertiary student as % of GDP per capita (%),['/indicator/SE.XPD.TERT.PC.ZS?downloadformat=excel']
"Gross enrollment ratio, primary, both sexes (%)",['/indicator/SE.PRM.ENRR?downloadformat=excel']
"Gross enrolment ratio, pre-primary, both sexes (%)",['/indicator/SE.PRE.ENRR?downloadformat=excel']
"Gross enrolment ratio, pre-primary, female (%)",['/indicator/SE.PRE.ENRR.FE?downloadformat=excel']
"Gross enrolment ratio, pre-primary, male (%)",['/indicator/SE.PRE.ENRR.MA?downloadformat=excel']
"Gross enrolment ratio, secondary, both sexes (%)",['/indicator/SE.SEC.ENRR?downloadformat=excel']
"Gross enrolment ratio, tertiary, both sexes (%)",['/indicator/SE.TER.ENRR?downloadformat=excel']
"Gross intake ratio to Grade 1 of primary education, both sexes (%)",['/indicator/SE.PRM.GINT.ZS?downloadformat=excel']
"Gross intake ratio to Grade 1 of primary education, female (%)",['/indicator/SE.PRM.GINT.FE.ZS?downloadformat=excel']
"Gross intake ratio to Grade 1 of primary education, male (%)",['/indicator/SE.PRM.GINT.MA.ZS?downloadformat=excel']
"Labor force, female (% of total labor force)",['/indicator/SL.TLF.TOTL.FE.ZS?downloadformat=excel']
"Labor force, total",['/indicator/SL.TLF.TOTL.IN?downloadformat=excel']
"Literacy rate, adult female (% of females ages 15 and above)",['/indicator/SE.ADT.LITR.FE.ZS?downloadformat=excel']
"Literacy rate, adult male (% of males ages 15 and above)",['/indicator/SE.ADT.LITR.MA.ZS?downloadformat=excel']
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",['/indicator/SE.ADT.1524.LT.FM.ZS?downloadformat=excel']
"Literacy rate, youth female (% of females ages 15-24)",['/indicator/SE.ADT.1524.LT.FE.ZS?downloadformat=excel']
"Literacy rate, youth male (% of males ages 15-24)",['/indicator/SE.ADT.1524.LT.MA.ZS?downloadformat=excel']
"Lower secondary completion rate, female (% of relevant age group)",['/indicator/SE.SEC.CMPT.LO.FE.ZS?downloadformat=excel']
"Lower secondary completion rate, male (% of relevant age group)",['/indicator/SE.SEC.CMPT.LO.MA.ZS?downloadformat=excel']
"Lower secondary completion rate, total (% of relevant age group)",['/indicator/SE.SEC.CMPT.LO.ZS?downloadformat=excel']
"Net enrolment rate, primary, both sexes (%)",['/indicator/SE.PRM.NENR?downloadformat=excel']
"Net enrolment rate, secondary, both sexes (%)",['/indicator/SE.SEC.NENR?downloadformat=excel']
"Net intake rate in grade 1, female (% of official school-age population)",['/indicator/SE.PRM.NINT.FE.ZS?downloadformat=excel']
"Net intake rate in grade 1, male (% of official school-age population)",['/indicator/SE.PRM.NINT.MA.ZS?downloadformat=excel']
"Net intake rate to Grade 1 of primary education, both sexes (%)",['/indicator/SE.PRM.NINT.ZS?downloadformat=excel']
Official entrance age to lower secondary education (years),['/indicator/SE.SEC.AGES?downloadformat=excel']
Official entrance age to primary education (years),['/indicator/SE.PRM.AGES?downloadformat=excel']
"Out-of-school children of primary school age, both sexes (number)",['/indicator/SE.PRM.UNER?downloadformat=excel']
"Over-age students, primary (% of enrollment)",['/indicator/SE.PRM.OENR.ZS?downloadformat=excel']
"Over-age students, primary, female (% of female enrollment)",['/indicator/SE.PRM.OENR.FE.ZS?downloadformat=excel']
"Over-age students, primary, male (% of male enrollment)",['/indicator/SE.PRM.OENR.MA.ZS?downloadformat=excel']
Percentage of enrolment in primary education in private institutions (%),['/indicator/SE.PRM.PRIV.ZS?downloadformat=excel']
Percentage of enrolment in secondary education in private institutions (%),['/indicator/SE.SEC.PRIV.ZS?downloadformat=excel']
"Percentage of female teachers in primary education who are trained, female (%)",['/indicator/SE.PRM.TCAQ.FE.ZS?downloadformat=excel']
"Percentage of female teachers in secondary education who are trained, female (%)",['/indicator/SE.SEC.TCAQ.FE.ZS?downloadformat=excel']
"Percentage of male teachers in primary education who are trained, male (%)",['/indicator/SE.PRM.TCAQ.MA.ZS?downloadformat=excel']
"Percentage of male teachers in secondary education who are trained, male (%)",['/indicator/SE.SEC.TCAQ.MA.ZS?downloadformat=excel']
"Percentage of repeaters in primary education, all grades, both sexes (%)",['/indicator/SE.PRM.REPT.ZS?downloadformat=excel']
"Percentage of repeaters in primary education, all grades, female (%)",['/indicator/SE.PRM.REPT.FE.ZS?downloadformat=excel']
"Percentage of repeaters in primary education, all grades, male (%)",['/indicator/SE.PRM.REPT.MA.ZS?downloadformat=excel']
Percentage of students in secondary general education who are female (%),['/indicator/SE.SEC.ENRL.GC.FE.ZS?downloadformat=excel']
Percentage of students in secondary vocational education who are female (%),['/indicator/SE.SEC.ENRL.VO.FE.ZS?downloadformat=excel']
"Percentage of teachers in primary education who are trained, both sexes (%)",['/indicator/SE.PRM.TCAQ.ZS?downloadformat=excel']
"Percentage of teachers in secondary education who are trained, both sexes (%)",['/indicator/SE.SEC.TCAQ.ZS?downloadformat=excel']
"Persistence to grade 5, female (% of cohort)",['/indicator/SE.PRM.PRS5.FE.ZS?downloadformat=excel']
"Persistence to grade 5, male (% of cohort)",['/indicator/SE.PRM.PRS5.MA.ZS?downloadformat=excel']
Population ages 0-14 (% of total),['/indicator/SP.POP.0014.TO.ZS?downloadformat=excel']
Population ages 15-64 (% of total),['/indicator/SP.POP.1564.TO.ZS?downloadformat=excel']
"Preprimary education, duration (years)",['/indicator/SE.PRE.DURS?downloadformat=excel']
"Primary completion rate, female (% of relevant age group)",['/indicator/SE.PRM.CMPT.FE.ZS?downloadformat=excel']
"Primary completion rate, male (% of relevant age group)",['/indicator/SE.PRM.CMPT.MA.ZS?downloadformat=excel']
"Primary completion rate, total (% of relevant age group)",['/indicator/SE.PRM.CMPT.ZS?downloadformat=excel']
"Primary education, pupils (% female)",['/indicator/SE.PRM.ENRL.FE.ZS?downloadformat=excel']
"Primary education, teachers (% female)",['/indicator/SE.PRM.TCHR.FE.ZS?downloadformat=excel']
"Progression to secondary school, female (%)",['/indicator/SE.SEC.PROG.FE.ZS?downloadformat=excel']
"Progression to secondary school, male (%)",['/indicator/SE.SEC.PROG.MA.ZS?downloadformat=excel']
Pupil-teacher ratio in pre-primary education (headcount basis),['/indicator/SE.PRE.ENRL.TC.ZS?downloadformat=excel']
Pupil-teacher ratio in primary education (headcount basis),['/indicator/SE.PRM.ENRL.TC.ZS?downloadformat=excel']
Pupil-teacher ratio in secondary education (headcount basis),['/indicator/SE.SEC.ENRL.TC.ZS?downloadformat=excel']
"Pupil-teacher ratio, lower secondary",['/indicator/SE.SEC.ENRL.LO.TC.ZS?downloadformat=excel']
"Pupil-teacher ratio, tertiary",['/indicator/SE.TER.ENRL.TC.ZS?downloadformat=excel']
"Pupil-teacher ratio, upper secondary",['/indicator/SE.SEC.ENRL.UP.TC.ZS?downloadformat=excel']
"School enrollment, primary (gross), gender parity index (GPI)",['/indicator/SE.ENR.PRIM.FM.ZS?downloadformat=excel']
"School enrollment, primary and secondary (gross), gender parity index (GPI)",['/indicator/SE.ENR.PRSC.FM.ZS?downloadformat=excel']
"School enrollment, primary, female (% gross)",['/indicator/SE.PRM.ENRR.FE?downloadformat=excel']
"School enrollment, primary, female (% net)",['/indicator/SE.PRM.NENR.FE?downloadformat=excel']
"School enrollment, primary, male (% gross)",['/indicator/SE.PRM.ENRR.MA?downloadformat=excel']
"School enrollment, primary, male (% net)",['/indicator/SE.PRM.NENR.MA?downloadformat=excel']
"School enrollment, secondary (gross), gender parity index (GPI)",['/indicator/SE.ENR.SECO.FM.ZS?downloadformat=excel']
"School enrollment, secondary, female (% gross)",['/indicator/SE.SEC.ENRR.FE?downloadformat=excel']
"School enrollment, secondary, female (% net)",['/indicator/SE.SEC.NENR.FE?downloadformat=excel']
"School enrollment, secondary, male (% gross)",['/indicator/SE.SEC.ENRR.MA?downloadformat=excel']
"School enrollment, secondary, male (% net)",['/indicator/SE.SEC.NENR.MA?downloadformat=excel']
"School enrollment, tertiary (gross), gender parity index (GPI)",['/indicator/SE.ENR.TERT.FM.ZS?downloadformat=excel']
"School enrollment, tertiary, female (% gross)",['/indicator/SE.TER.ENRR.FE?downloadformat=excel']
"School enrollment, tertiary, male (% gross)",['/indicator/SE.TER.ENRR.MA?downloadformat=excel']
"Secondary education, pupils (% female)",['/indicator/SE.SEC.ENRL.FE.ZS?downloadformat=excel']
"Secondary education, teachers (% female)",['/indicator/SE.SEC.TCHR.FE.ZS?downloadformat=excel']
"Survival rate to Grade 5 of primary education, both sexes (%)",['/indicator/SE.PRM.PRS5.ZS?downloadformat=excel']
"Survival rate to the last grade of primary education, both sexes (%)",['/indicator/SE.PRM.PRSL.ZS?downloadformat=excel']
"Survival rate to the last grade of primary education, female (%)",['/indicator/SE.PRM.PRSL.FE.ZS?downloadformat=excel']
"Survival rate to the last grade of primary education, male (%)",['/indicator/SE.PRM.PRSL.MA.ZS?downloadformat=excel']
"Teachers in primary education, both sexes (number)",['/indicator/SE.PRM.TCHR?downloadformat=excel']
"Teachers in secondary education, both sexes (number)",['/indicator/SE.SEC.TCHR?downloadformat=excel']
"Teachers in secondary education, female (number)",['/indicator/SE.SEC.TCHR.FE?downloadformat=excel']
"Tertiary education, academic staff (% female)",['/indicator/SE.TER.TCHR.FE.ZS?downloadformat=excel']
Theoretical duration of primary education (years),['/indicator/SE.PRM.DURS?downloadformat=excel']
Theoretical duration of secondary education (years),['/indicator/SE.SEC.DURS?downloadformat=excel']
Trained teachers in lower secondary education (% of total teachers),['/indicator/SE.SEC.TCAQ.LO.ZS?downloadformat=excel']
"Trained teachers in lower secondary education, female (% of female teachers)",['/indicator/SE.SEC.TCAQ.LO.FE.ZS?downloadformat=excel']
"Trained teachers in lower secondary education, male (% of male teachers)",['/indicator/SE.SEC.TCAQ.LO.MA.ZS?downloadformat=excel']
Trained teachers in preprimary education (% of total teachers),['/indicator/SE.PRE.TCAQ.ZS?downloadformat=excel']
"Trained teachers in preprimary education, female (% of female teachers)",['/indicator/SE.PRE.TCAQ.FE.ZS?downloadformat=excel']
"Trained teachers in preprimary education, male (% of male teachers)",['/indicator/SE.PRE.TCAQ.MA.ZS?downloadformat=excel']
Trained teachers in upper secondary education (% of total teachers),['/indicator/SE.SEC.TCAQ.UP.ZS?downloadformat=excel']
"Trained teachers in upper secondary education, female (% of female teachers)",['/indicator/SE.SEC.TCAQ.UP.FE.ZS?downloadformat=excel']
"Trained teachers in upper secondary education, male (% of male teachers)",['/indicator/SE.SEC.TCAQ.UP.MA.ZS?downloadformat=excel']
"Unemployment, female (% of female labor force) (modeled ILO estimate)",['/indicator/SL.UEM.TOTL.FE.ZS?downloadformat=excel']
"Unemployment, male (% of male labor force) (modeled ILO estimate)",['/indicator/SL.UEM.TOTL.MA.ZS?downloadformat=excel']
"Unemployment, total (% of total labor force) (modeled ILO estimate)",['/indicator/SL.UEM.TOTL.ZS?downloadformat=excel']
"Youth literacy rate, population 15-24 years, both sexes (%)",['/indicator/SE.ADT.1524.LT.ZS?downloadformat=excel']
Access to electricity (% of population),['/indicator/EG.ELC.ACCS.ZS?downloadformat=excel']
"Access to electricity, rural (% of rural population)",['/indicator/EG.ELC.ACCS.RU.ZS?downloadformat=excel']
"Access to electricity, urban (% of urban population)",['/indicator/EG.ELC.ACCS.UR.ZS?downloadformat=excel']
Adjusted savings: energy depletion (% of GNI),['/indicator/NY.ADJ.DNGY.GN.ZS?downloadformat=excel']
Adjusted savings: energy depletion (current US$),['/indicator/NY.ADJ.DNGY.CD?downloadformat=excel']
Adjusted savings: mineral depletion (% of GNI),['/indicator/NY.ADJ.DMIN.GN.ZS?downloadformat=excel']
Adjusted savings: mineral depletion (current US$),['/indicator/NY.ADJ.DMIN.CD?downloadformat=excel']
Adjusted savings: natural resources depletion (% of GNI),['/indicator/NY.ADJ.DRES.GN.ZS?downloadformat=excel']
Alternative and nuclear energy (% of total energy use),['/indicator/EG.USE.COMM.CL.ZS?downloadformat=excel']
CO2 emissions from gaseous fuel consumption (% of total),['/indicator/EN.ATM.CO2E.GF.ZS?downloadformat=excel']
CO2 emissions from liquid fuel consumption (kt),['/indicator/EN.ATM.CO2E.LF.KT?downloadformat=excel']
Combustible renewables and waste (% of total energy),['/indicator/EG.USE.CRNW.ZS?downloadformat=excel']
Delay in obtaining an electrical connection (days),['/indicator/IC.ELC.DURS?downloadformat=excel']
Electric power consumption (kWh per capita),['/indicator/EG.USE.ELEC.KH.PC?downloadformat=excel']
Electric power transmission and distribution losses (% of output),['/indicator/EG.ELC.LOSS.ZS?downloadformat=excel']
Electricity production from coal sources (% of total),['/indicator/EG.ELC.COAL.ZS?downloadformat=excel']
Electricity production from hydroelectric sources (% of total),['/indicator/EG.ELC.HYRO.ZS?downloadformat=excel']
Electricity production from natural gas sources (% of total),['/indicator/EG.ELC.NGAS.ZS?downloadformat=excel']
Electricity production from nuclear sources (% of total),['/indicator/EG.ELC.NUCL.ZS?downloadformat=excel']
Electricity production from oil sources (% of total),['/indicator/EG.ELC.PETR.ZS?downloadformat=excel']
"Electricity production from oil, gas and coal sources (% of total)",['/indicator/EG.ELC.FOSL.ZS?downloadformat=excel']
"Electricity production from renewable sources, excluding hydroelectric (% of total)",['/indicator/EG.ELC.RNWX.ZS?downloadformat=excel']
"Electricity production from renewable sources, excluding hydroelectric (kWh)",['/indicator/EG.ELC.RNWX.KH?downloadformat=excel']
"Energy imports, net (% of energy use)",['/indicator/EG.IMP.CONS.ZS?downloadformat=excel']
Energy intensity level of primary energy (MJ/$2011 PPP GDP),['/indicator/EG.EGY.PRIM.PP.KD?downloadformat=excel']
Energy related methane emissions (% of total),['/indicator/EN.ATM.METH.EG.ZS?downloadformat=excel']
Energy use (kg of oil equivalent per capita),['/indicator/EG.USE.PCAP.KG.OE?downloadformat=excel']
"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",['/indicator/EG.USE.COMM.GD.PP.KD?downloadformat=excel']
Firms using banks to finance investment (% of firms),['/indicator/IC.FRM.BNKS.ZS?downloadformat=excel']
Fossil fuel energy consumption (% of total),['/indicator/EG.USE.COMM.FO.ZS?downloadformat=excel']
Fuel exports (% of merchandise exports),['/indicator/TX.VAL.FUEL.ZS.UN?downloadformat=excel']
Fuel imports (% of merchandise imports),['/indicator/TM.VAL.FUEL.ZS.UN?downloadformat=excel']
GDP per unit of energy use (PPP $ per kg of oil equivalent),['/indicator/EG.GDP.PUSE.KO.PP?downloadformat=excel']
GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),['/indicator/EG.GDP.PUSE.KO.PP.KD?downloadformat=excel']
Investment in energy with private participation (current US$),['/indicator/IE.PPI.ENGY.CD?downloadformat=excel']
Methane emissions in energy sector (thousand metric tons of CO2 equivalent),['/indicator/EN.ATM.METH.EG.KT.CE?downloadformat=excel']
Mineral rents (% of GDP),['/indicator/NY.GDP.MINR.RT.ZS?downloadformat=excel']
Natural gas rents (% of GDP),['/indicator/NY.GDP.NGAS.RT.ZS?downloadformat=excel']
Nitrous oxide emissions in energy sector (% of total),['/indicator/EN.ATM.NOXE.EG.ZS?downloadformat=excel']
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),['/indicator/EN.ATM.NOXE.EG.KT.CE?downloadformat=excel']
Oil rents (% of GDP),['/indicator/NY.GDP.PETR.RT.ZS?downloadformat=excel']
Ores and metals exports (% of merchandise exports),['/indicator/TX.VAL.MMTL.ZS.UN?downloadformat=excel']
Ores and metals imports (% of merchandise imports),['/indicator/TM.VAL.MMTL.ZS.UN?downloadformat=excel']
Pump price for diesel fuel (US$ per liter),['/indicator/EP.PMP.DESL.CD?downloadformat=excel']
Pump price for gasoline (US$ per liter),['/indicator/EP.PMP.SGAS.CD?downloadformat=excel']
Renewable electricity output (% of total electricity output),['/indicator/EG.ELC.RNEW.ZS?downloadformat=excel']
Renewable energy consumption (% of total final energy consumption),['/indicator/EG.FEC.RNEW.ZS?downloadformat=excel']
Time required to get electricity (days),['/indicator/IC.ELC.TIME?downloadformat=excel']
Total natural resources rents (% of GDP),['/indicator/NY.GDP.TOTL.RT.ZS?downloadformat=excel']
Value lost due to electrical outages (% of sales),['/indicator/IC.FRM.OUTG.ZS?downloadformat=excel']
Access to clean fuels and technologies for cooking  (% of population),['/indicator/EG.CFT.ACCS.ZS?downloadformat=excel']
Access to electricity (% of population),['/indicator/EG.ELC.ACCS.ZS?downloadformat=excel']
"Adjusted net savings, excluding particulate emission damage (% of GNI)",['/indicator/NY.ADJ.SVNX.GN.ZS?downloadformat=excel']
"Adjusted net savings, excluding particulate emission damage (current US$)",['/indicator/NY.ADJ.SVNX.CD?downloadformat=excel']
"Adjusted net savings, including particulate emission damage (% of GNI)",['/indicator/NY.ADJ.SVNG.GN.ZS?downloadformat=excel']
"Adjusted net savings, including particulate emission damage (current US$)",['/indicator/NY.ADJ.SVNG.CD?downloadformat=excel']
Adjusted savings: carbon dioxide damage (% of GNI),['/indicator/NY.ADJ.DCO2.GN.ZS?downloadformat=excel']
Adjusted savings: carbon dioxide damage (current US$),['/indicator/NY.ADJ.DCO2.CD?downloadformat=excel']
Adjusted savings: consumption of fixed capital (% of GNI),['/indicator/NY.ADJ.DKAP.GN.ZS?downloadformat=excel']
Adjusted savings: consumption of fixed capital (current US$),['/indicator/NY.ADJ.DKAP.CD?downloadformat=excel']
Adjusted savings: education expenditure (% of GNI),['/indicator/NY.ADJ.AEDU.GN.ZS?downloadformat=excel']
Adjusted savings: education expenditure (current US$),['/indicator/NY.ADJ.AEDU.CD?downloadformat=excel']
Adjusted savings: energy depletion (% of GNI),['/indicator/NY.ADJ.DNGY.GN.ZS?downloadformat=excel']
Adjusted savings: energy depletion (current US$),['/indicator/NY.ADJ.DNGY.CD?downloadformat=excel']
Adjusted savings: gross savings (% of GNI),['/indicator/NY.ADJ.ICTR.GN.ZS?downloadformat=excel']
Adjusted savings: mineral depletion (% of GNI),['/indicator/NY.ADJ.DMIN.GN.ZS?downloadformat=excel']
Adjusted savings: mineral depletion (current US$),['/indicator/NY.ADJ.DMIN.CD?downloadformat=excel']
Adjusted savings: net forest depletion (% of GNI),['/indicator/NY.ADJ.DFOR.GN.ZS?downloadformat=excel']
Adjusted savings: net forest depletion (current US$),['/indicator/NY.ADJ.DFOR.CD?downloadformat=excel']
Adjusted savings: net national savings (% of GNI),['/indicator/NY.ADJ.NNAT.GN.ZS?downloadformat=excel']
Adjusted savings: net national savings (current US$),['/indicator/NY.ADJ.NNAT.CD?downloadformat=excel']
Adjusted savings: particulate emission damage (% of GNI),['/indicator/NY.ADJ.DPEM.GN.ZS?downloadformat=excel']
Adjusted savings: particulate emission damage (current US$),['/indicator/NY.ADJ.DPEM.CD?downloadformat=excel']
Agricultural land (% of land area),['/indicator/AG.LND.AGRI.ZS?downloadformat=excel']
Agricultural methane emissions (% of total),['/indicator/EN.ATM.METH.AG.ZS?downloadformat=excel']
Agricultural methane emissions (thousand metric tons of CO2 equivalent),['/indicator/EN.ATM.METH.AG.KT.CE?downloadformat=excel']
Agricultural nitrous oxide emissions (% of total),['/indicator/EN.ATM.NOXE.AG.ZS?downloadformat=excel']
Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),['/indicator/EN.ATM.NOXE.AG.KT.CE?downloadformat=excel']
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",['/indicator/ER.H2O.FWAG.ZS?downloadformat=excel']
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",['/indicator/ER.H2O.FWDM.ZS?downloadformat=excel']
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",['/indicator/ER.H2O.FWIN.ZS?downloadformat=excel']
"Annual freshwater withdrawals, total (% of internal resources)",['/indicator/ER.H2O.FWTL.ZS?downloadformat=excel']
"Annual freshwater withdrawals, total (billion cubic meters)",['/indicator/ER.H2O.FWTL.K3?downloadformat=excel']
Aquaculture production (metric tons),['/indicator/ER.FSH.AQUA.MT?downloadformat=excel']
Arable land (% of land area),['/indicator/AG.LND.ARBL.ZS?downloadformat=excel']
Average precipitation in depth (mm per year),['/indicator/AG.LND.PRCP.MM?downloadformat=excel']
"Bird species, threatened",['/indicator/EN.BIR.THRD.NO?downloadformat=excel']
CO2 emissions (kg per 2010 US$ of GDP),['/indicator/EN.ATM.CO2E.KD.GD?downloadformat=excel']
CO2 emissions (kg per 2011 PPP $ of GDP),['/indicator/EN.ATM.CO2E.PP.GD.KD?downloadformat=excel']
CO2 emissions (kg per PPP $ of GDP),['/indicator/EN.ATM.CO2E.PP.GD?downloadformat=excel']
CO2 emissions (kt),['/indicator/EN.ATM.CO2E.KT?downloadformat=excel']
CO2 emissions (metric tons per capita),['/indicator/EN.ATM.CO2E.PC?downloadformat=excel']
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",['/indicator/EN.CO2.ETOT.ZS?downloadformat=excel']
CO2 emissions from gaseous fuel consumption (% of total),['/indicator/EN.ATM.CO2E.GF.ZS?downloadformat=excel']
CO2 emissions from gaseous fuel consumption (kt),['/indicator/EN.ATM.CO2E.GF.KT?downloadformat=excel']
CO2 emissions from liquid fuel consumption (% of total),['/indicator/EN.ATM.CO2E.LF.ZS?downloadformat=excel']
CO2 emissions from liquid fuel consumption (kt),['/indicator/EN.ATM.CO2E.LF.KT?downloadformat=excel']
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),['/indicator/EN.CO2.MANF.ZS?downloadformat=excel']
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",['/indicator/EN.CO2.OTHX.ZS?downloadformat=excel']
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),['/indicator/EN.CO2.BLDG.ZS?downloadformat=excel']
CO2 emissions from solid fuel consumption (% of total),['/indicator/EN.ATM.CO2E.SF.ZS?downloadformat=excel']
CO2 emissions from solid fuel consumption (kt),['/indicator/EN.ATM.CO2E.SF.KT?downloadformat=excel']
CO2 emissions from transport (% of total fuel combustion),['/indicator/EN.CO2.TRAN.ZS?downloadformat=excel']
CO2 intensity (kg per kg of oil equivalent energy use),['/indicator/EN.ATM.CO2E.EG.ZS?downloadformat=excel']
Capture fisheries production (metric tons),['/indicator/ER.FSH.CAPT.MT?downloadformat=excel']
Coal rents (% of GDP),['/indicator/NY.GDP.COAL.RT.ZS?downloadformat=excel']
Disaster risk reduction progress score (1-5 scale; 5=best),['/indicator/EN.CLC.DRSK.XQ?downloadformat=excel']
"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",['/indicator/EN.CLC.MDAT.ZS?downloadformat=excel']
"Electricity production from oil, gas and coal sources (% of total)",['/indicator/EG.ELC.FOSL.ZS?downloadformat=excel']
"Electricity production from renewable sources, excluding hydroelectric (% of total)",['/indicator/EG.ELC.RNWX.ZS?downloadformat=excel']
"Electricity production from renewable sources, excluding hydroelectric (kWh)",['/indicator/EG.ELC.RNWX.KH?downloadformat=excel']
Energy intensity level of primary energy (MJ/$2011 PPP GDP),['/indicator/EG.EGY.PRIM.PP.KD?downloadformat=excel']
Energy related methane emissions (% of total),['/indicator/EN.ATM.METH.EG.ZS?downloadformat=excel']
"Fish species, threatened",['/indicator/EN.FSH.THRD.NO?downloadformat=excel']
Forest area (% of land area),['/indicator/AG.LND.FRST.ZS?downloadformat=excel']
Forest area (sq. km),['/indicator/AG.LND.FRST.K2?downloadformat=excel']
Forest rents (% of GDP),['/indicator/NY.GDP.FRST.RT.ZS?downloadformat=excel']
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),['/indicator/EN.CLC.GHGR.MT.CE?downloadformat=excel']
HFC gas emissions (thousand metric tons of CO2 equivalent),['/indicator/EN.ATM.HFCG.KT.CE?downloadformat=excel']
Land area (sq. km),['/indicator/AG.LND.TOTL.K2?downloadformat=excel']
Land area where elevation is below 5 meters (% of total land area),['/indicator/AG.LND.EL5M.ZS?downloadformat=excel']
"Mammal species, threatened",['/indicator/EN.MAM.THRD.NO?downloadformat=excel']
Marine protected areas (% of territorial waters),['/indicator/ER.MRN.PTMR.ZS?downloadformat=excel']
Methane emissions (% change from 1990),['/indicator/EN.ATM.METH.ZG?downloadformat=excel']
Methane emissions (kt of CO2 equivalent),['/indicator/EN.ATM.METH.KT.CE?downloadformat=excel']
Methane emissions in energy sector (thousand metric tons of CO2 equivalent),['/indicator/EN.ATM.METH.EG.KT.CE?downloadformat=excel']
Mineral rents (% of GDP),['/indicator/NY.GDP.MINR.RT.ZS?downloadformat=excel']
Natural gas rents (% of GDP),['/indicator/NY.GDP.NGAS.RT.ZS?downloadformat=excel']
Nitrous oxide emissions (% change from 1990),['/indicator/EN.ATM.NOXE.ZG?downloadformat=excel']
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),['/indicator/EN.ATM.NOXE.KT.CE?downloadformat=excel']
Nitrous oxide emissions in energy sector (% of total),['/indicator/EN.ATM.NOXE.EG.ZS?downloadformat=excel']
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),['/indicator/EN.ATM.NOXE.EG.KT.CE?downloadformat=excel']
Oil rents (% of GDP),['/indicator/NY.GDP.PETR.RT.ZS?downloadformat=excel']
Other greenhouse gas emissions (% change from 1990),['/indicator/EN.ATM.GHGO.ZG?downloadformat=excel']
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",['/indicator/EN.ATM.GHGO.KT.CE?downloadformat=excel']
PFC gas emissions (thousand metric tons of CO2 equivalent),['/indicator/EN.ATM.PFCG.KT.CE?downloadformat=excel']
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",['/indicator/EN.ATM.PM25.MC.M3?downloadformat=excel']
"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",['/indicator/EN.ATM.PM25.MC.ZS?downloadformat=excel']
