name,intro,address,tel,fax,email,site
巴基斯坦经济事务部（EAD）,,"地址：Block-C, Economic Affairs Division, Islamabad",联系电话：051-9201682（具体官员的联系电话请见官网）,,电子邮箱：webmaster@ead.gov.pk,网址：http://www.ead.gov.pk/gop/index.php?q=aHR0cDovLzE5Mi4xNjguNzAuMTM2L2VhZC8%3D#
科威特投资银行（Kuwait Finance House）,,地址：State of Kuwait ? Kuwait City ? AlMirqab Area - Abdulla Al-Mubarak Street,联系电话：+(965) 22445050,传真：+(965) 22409414,,网址：http://www.kfh.com/en/
巴林律师协会（Bahrain Bar Society）,,"地址：P.O.BOX 5025, MANAMA, Bahrain",联系电话：00973-17725665,,电子邮箱：bhbar@batelco.com.bh,
巴林科威特银行（Bank of Bahrain and Kuwait）,,,联系电话：+973 17207772（企业客户）,,电子邮箱：cash@bbkonline.com（企业客户）,网址：http://www.bbkonline.com/Pages/default.aspx 
巴林招标委员会,,"地址：7th Floor, Almoayyed Tower, Seef District",联系电话：(+973)1756 6666,传真：00973-1758 7855,电子邮箱：webmaster@tenderboard.gov.bh,网址：www.tenderboard.gov.bh
白俄罗斯外交部（Ministry of Foreign Affairs of the Republic of Belarus）,,地址：220030，明斯克市，列宁大街19号,联系电话：（00375 17）327-29-22,传真：（00375 17）327-45-21,电子邮箱：mail@mfa.gov.by,网址：www.mfa.gov.by
巴林全国银行（National Bank of Bahrain）,,"地址：P.O.Box 106 Manama, Bahrain",联系电话：+973 17228800,传真：+973 17228998-17211307,电子邮箱：nbb@nbbonline.com,网址：http://www.nbbonline.com/
白俄罗斯贸易部（Ministry of Trade of the Republic of Belarus）,,地址：220050，明斯克市，基洛夫大街8号1栋,联系电话：（00375 17）327-73-07,传真：（00375 17）327-03-10,电子邮箱：mail@mintorg.gov.by,网址：www.mintorg.gov.by
阿联酋中国商会,,"地址：Flat No.1602, AL Husn Tower, King Faisal Street, Al Majaz Area, Sharjah, UAE",联系电话：00971-65749068,传真：00971-65749082,电子邮箱：chinesebusinesscouncil@gmail.com,
巴林国民联合银行（Ahli United Bank）,,"地址：Building 2495, Road 2832, Al Seef District 428 P.O. Box 2424, Manama, Kingdom of Bahrain",联系电话：(973) 17 585858,传真：(973) 17 580569,电子邮箱：info@ahliunited.com,网址：http://www.ahliunited.com/
白俄罗斯税务部,,地址：220010，明斯克市，苏维埃大街9号,联系电话：（00375 17）229-79-71,传真：（00375 17）222-66-87,,网址：www.nalog.gov.by
巴林伊斯兰银行（Bahrain Islamic Bank）,,"地址：Road 1708, Block 317, Building 722, Al Salam Tower, Diplomatic Area",联系电话：(+973) 17 51 51 51,传真：(+973) 17 53 58 08,电子邮箱：contactcentregroup@bisb.com,网址：http://www.bisb.com/
阿联酋联邦海关署（United Arab Emirates Federal Customs Authority）,,,联系电话：+971 (2) 6979700（阿布扎比）、+971 (4) 3119900（迪拜）,传真：+971 (2) 6735201（阿布扎比）、+971 (4) 3930446（迪拜）,电子邮箱：services@customs.ae,网址：https://www.fca.gov.ae/en/home/pages/default.aspx
巴林商工会（Bahrain Chamber of Commerce and Industry）,简介：巴林商工会成立于1939年，是地区内成立最早的工商企业联合会，在协调政府与企业关系、促进中小企业发展、发展私营经济、促进产业多元化方面发挥重要作用。,,联系电话：+973 17380000,传真：+973 17380123,电子邮箱：bcci@bcci.bh,网址：http://www.bcci.bh/en/Default.aspx
巴林司法与伊斯兰事务部,,"地址：Kingdom of Bahrain ,Diplomatic Area, Manama P.O.Box 450",联系电话：+973-17513000,传真：+973-17536343,,网址：www.moj.gov.bh
阿布扎比国家银行（National Bank of Abu Dhabi）,,,联系电话：+971 2 635 8001,,,网址：http://www.nbad.com/en-ae/personal-banking.html
白俄罗斯经济部（Ministry of Economy of the Republic of Belarus）,简介：白俄罗斯投资促进机构为隶属于白俄罗斯经济部的白俄罗斯国家投资和私有化署（NAIP），以吸引外资、提高私有化进程效率和保护投资者为其工作宗旨。,地址：220030，明斯克市，别尔松大街14号,联系电话：(00375 17)222-60-48,传真：(00375 17)200-37-77,电子邮箱：minec@economy.gov.by,网址：www.economy.gov.by
哈伊马角工商会,,,联系电话：00971-72333511,传真：00971-72330233,电子邮箱：rakchmbr@emirates.net.ae,网址：www.rakchamber.com
白俄罗斯Belarusbank,,"地址：220089, Minsk, Dzerzhinski ave, 18, Republic of Belarus",联系电话：+375 17 2893814,传真：+375 17 2264750,电子邮箱：info@belarusbank.by ,网址：http://belarusbank.by/en
波兰So&#322;tysi?ski Kawecki & Szl&#281;zak律师事务所,,"地址：ul. Jasna 26, 00-054 Warszawa（Warsaw Office）",联系电话：00 48 22 608 7000,传真：00 48 22 608 7070,电子邮箱：office@skslegal.pl,网址：http://www.skslegal.pl/index_en.php
波兰Baker & McKenzie律师事务所,,"地址：Rondo ONZ 1, Warsaw 00-124, Poland ",联系电话：+48 22 445 3100,传真： +48 22 445 3200,,网址：http://www.bakermckenzie.com/Poland/
波兰Clifford Chance律师事务所,,"地址：Norway House, ul. Lwowska 19, Warsaw, 00-660 Poland",联系电话：+48226271177,,,网址：http://www.cliffordchance.com/people_and_places/places/europe/poland.html#/people_and_places/places/europe/poland/warsaw
波兰Greenberg Traurig律师事务所,,"地址：Greenberg Traurig Grzesiak sp.k., Stock Exchange Building, ul. Ksi???ca 4, 00-498 Warsaw, Poland",联系电话：+48 22 690 6100,传真：+48 22 690 6222,,网址：http://www.gtlaw.com/Locations/Warsaw 
波兰Hogan Lovells律师事务所,,"地址：ul. Nowogrodzka 50, Warsaw 00695, Poland",联系电话：+48 22 529 29 00,传真：+48 22 529 29 01,,网址：http://www.hoganlovells.com/
波兰国家商会,,"地址：00-074 Warszawa, ul. Tr?backa 4 ",联系电话：（48）22 630 96 00,传真：（48）22 827 46 73,电子邮箱：kig@kig.pl,网址：http://www.kig.pl/
"波兰Drzewiecki, Tomaszek & Partners律师事务所",,地址：Belwederska Street 23 (entrance from Spacerowa Street) 00-761 Warszawa,联系电话：(+48 22) 840 95 00,传真：(+48 22) 840 95 10,电子邮箱：dt@dt.com.pl,网址：http://www.dt.com.pl/index.php?mod=main&pod=&lang=en
"波兰Weil, Gotshal & Manges律师事务所",,"地址：Warsaw Financial Center, ul. Emilii Plater 53, Warsaw, 00-113, Poland",联系电话：+48 22 520 4000,,,网址：http://www.weil.com/
波兰国民经济银行（BGK）,简介：国民经济银行（BGK）是波兰主要国有银行。该行的主要任务是，通过运作包括欧盟援助基金在内的公共基金，执行中央政府和地方政府的经济计划和地区发展项目。此外，该行也为地方政府和战略性企业提供银行业服务，并为个人客户提供定期存款服务。,"地址：Al. Jerozolimskie 7, 00-955 Warszawa\xa0 ",联系电话：22 522-91-12,传真：22 627-03-78,,网址：http://www.bgk.com.pl
波兰Bank Polska Kasa Opieki SA银行,,地址：ul. Grzybowska 53/57 ,联系电话：22 656-00-00 ,传真：22 656-02-03,,网址：http://www.pekao.com.pl/
波兰华沙贸易银行（Bank Handlowy w Warszawie）,,"地址：ul. Senatorska 16, 00-923 Warszawa ",联系电话：22 657-72-00 ,传真：22 657-75-80,,网址：http://www.citihandlowy.pl/
阿联酋中央银行（Central Bank of the UAE）,,,联系电话：\xa0+9712-6652220,,,网址：\xa0http://www.centralbank.ae/en/index.php
波兰司法部（Ministry of Justice）,,"地址：Al. Ujazdowskie 11, 00-950 Warszawa",联系电话：22 52 12 888,,,网址：http://ms.gov.pl/en/about-the-ministry-of-justice/
"波兰财政部（Ministry of Finance, Republic of Poland）",,"地址：ul. ?wi?tokrzyska 12, 00-916 Warszawa",联系电话：(+48 22) 694 55 55,,电子邮箱：kancelaria@mf.gov.pl,网址：http://www.mf.gov.pl/en/news 
保加利亚DSK BANK银行,,"地址：19, Moskovska Str./5, G. Benkovski Str., 1036 Sofia, Bulgaria",联系电话：0700 10 375 ,传真：(+359 2) 980 64 77,电子邮箱：call_center@dskbank.bg,网址：https://dskbank.bg/page/default.aspx?&xml_id=/en-US/
保加利亚UNITED BULGARIAN BANK银行,,"地址：Sofia 1040, 5 St. Sofia str.",联系电话：0700 117 17 ,传真：+359988 08 22,,网址：http://ubb.bg/eng
保加利亚UNICREDIT BULBANK银行,,"地址：7 Sveta Nedelya Sq., 1000 Sofia, Bulgaria",联系电话：0700 1 84 84 ,传真：+3592/988 4636,电子邮箱：CallCentre@UniCreditGroup.bg,网址：http://www.unicreditbulbank.bg/en/index.htm
巴林经济发展委员会（Bahrain Economic Development Board）,简介：巴林经济发展委员会是巴林半官方的投资促进机构，负责宏观经济规划和战略，协调外国投资者与政府各经济部门之间的关系。,"地址：7th, 8th, 12th, 13th and 16th floor Seef Tower ",联系电话：010-6532 6483,传真：010-65326393,电子邮箱：yun.jiang@bahrainedb.com,网址：www.bahrainedb.com
埃及国有开罗银行（Banque du Caire）,,"地址：6 Dr. Mostafa Abu Zahra Street, Nasr City, Cairo, Egypt",联系电话：202-22648401/202-22646401,传真：202-24037223/202-24037275,,网址：http://www.banqueducaire.com/English/Pages/default.aspx
保加利亚PIRAEUS BANK BULGARIA银行,,"地址：115 E Tsarigradsko Shosse Blvd., 1784 Sofia, Bulgaria",联系电话：+359 0 700 12 002 ,传真：+359 2/ 8004362,电子邮箱：customerservice@piraeusbank.bg,网址：http://www.piraeusbank.bg/en
阿联酋水电管理局（Federal Eletricity & Water Authority）,,,联系电话：04/2315555,传真：04/2576070,电子邮箱：cs@fewa.gov.ae,网址：http://www.fewa.gov.ae/en/Pages/default.aspx
保加利亚商工会（Bulgarian Chamber of Commerce and Industry）,,"地址：Sofia 1058, 9 Iskar Str.","联系电话：(+359 2) 8117 400, 987 26 31（具体成员的联系方式见官网）",传真：(+359 2) 987 32 09,电子邮箱：bcci@bcci.bg,网址：http://www.bcci.bg/english/
白俄罗斯财政部,,地址：220010，明斯克市，苏维埃大街7号,联系电话：（00375 17）222-61-37,传真：（00375-17）222-45-93,电子邮箱：minfin@minfin.gov.by,网址：www.minfin.gov.by
保加利亚国家税务署（National Revenue Agency）,,地址：ul. “Aksakov” 21,联系电话：(02) 98 59 38 21,,电子邮箱：tdd_sofia@tdd22.minfin.bg,网址：http://www.nap.bg/en/
保加利亚登记署（Republic of Bulgaria Registry Agency）,,"地址：1111 Sofia Geo Milev Quarter 20, Elisaveta Bagriana St.",联系电话：9486 181,"传真：9486194, 9486166",电子邮箱：office@registryagency.bg,网址：http://www.registryagency.bg/en/
保加利亚股票交易所（Bulgarian Stock Exchange）,,"地址：6 Tri ushi St., 1000 Sofia","联系电话：(+359 2) 937 09 34, (+359 2) 4001 134","传真：(+359 2) 937 09 46, (+359 2) 4001 146",电子邮箱：bse@bse-sofia.bg ,网址：http://www.bse-sofia.bg/
保加利亚政府采购署（Republic of Bulgaria Public Procurement Agency）,,"地址：4 Lege Str., Sofia 1000, Bulgaria",联系电话：940 70 50,传真：940 70 52,电子邮箱：aop@aop.bg,"网址：http://rop3-app1.aop.bg:7778/portal/page?_pageid=173,1&_dad=portal&_schema=PORTAL"
保加利亚Respect Consult,,"地址：154 Maritsa Boulevard, block А, floors 9 and 10, Hebros Business Center, Plovdiv 4000, Bulgaria","联系电话/传真：+359 32 666 990, +359 32 260 780, +359 32 625 810",,电子邮箱：office@respectconsult.com,网址：http://respectconsult.com/en/
保加利亚统计局（Republic of Bulgaria National Statisitcal Institute）,,"地址：2, P. Volov Str.; 1038 Sofia, Bulgaria",联系电话：(+359 2) 9857 111,,电子邮箱：Info@nsi.bg,网址：http://www.nsi.bg/en
保加利亚央行（Bulgarian National Bank）,,"地址：10, Mihail Tenev Str., Poligona, 1784 Sofia, Bulgaria",联系电话：(+3592) 91459,传真：(+3592) 980-24-25; (+3592) 980-64-93,电子邮箱：press_office@bnbank.org,网址：http://www.bnb.bg/?toLang=_EN
Eurofast Global-Bulgaria Office,,"地址：22 ulitsa ""Sv.Sveti Kiril I Metodiy"", Sofia, 1202",联系电话：+359 2 988 69 77,传真：+359 2 988 69 79,电子邮箱：sofia@eurofast.eu,网址：http://www.eurofast.eu/global/country-selector/bulgaria
保加利亚FIRST INVESTMENT BANK银行,,"地址： 37, Dragan Tsankov Blvd., 1797 Sofia",联系电话：(+ 359 2) 817 11 00,,,网址：http://www.fibank.bg/en
保加利亚MUNICIPAL BANK银行,,"地址：1000 Sofia, 6 Vrabcha Str.",联系电话：+359 2 9300 111,传真：+359 2 9300 270,电子邮箱：contacts@municipalbank.bg,网址：http://www.municipalbank.bg/display.aspx
奥地利中央合作银行（Raiffeisen Bank）??Bosnia and Herzegovina,,,联系电话：+387 33 287 101,传真：+387 33 213 851 ,电子邮箱：rbbh.international@rbb-sarajevo.raiffeisen.at ,网址：https://www.raiffeisenbank.ba/eng/index/view/0
波黑外国投资促进局（Foreign Investment Promotion Agency of Bosnia and Herzegovina）,,"地址：Grbavicka 4 71000 Sarajevo, Bosnia and Heraegovina ",联系电话：000387-33278080,传真：00387-33278081,电子邮箱：fipa@fipa.gov.ba,网址：www.fipa.gov.ba 
保加利亚PROCREDIT BANK（BULGARIA）银行,,"地址：ProCredit Bank (Bulgaria) EAD, 26, Todor Aleksandrov Blvd., 1303, Sofia\ufeff",联系电话：+359 2 813 51 00,传真：+359 2 813 51 10,电子邮箱：contact@procreditbank.bg,网址：http://www.procreditbank.bg/en
波黑外交部（Ministry of Foreign Affairs）,,"地址：Musala 2, Sarajevo 71000, Bosnia and Herzegovina",联系电话：+387 33 281 100,传真：+387 33 227 156,电子邮箱：info_mvpbih@mvp.gov.ba,网址： http://www.mvp.gov.ba/default.aspx?pageIndex=1
波黑对外贸易经济关系部（Ministry of Foreign Trade and Economic Relations）,,"地址：71000 Sarajevo, Bosnia and Herzegovina",联系电话：+387 33 220 093; +387 33 214 102,传真：+387 33 220 091,电子邮箱：info@mvteo.gov.ba ,网址：http://www.mvteo.gov.ba/Default.aspx?langTag=en-US&template_id=95&pageIndex=1
波黑统计局（Agency of Statistics of Bosnia and Herzegovina）,,"地址：Zelenih beretki 26, 71 000, Sarajevo, Bosna i Hercegovina",联系电话：+387 (33) 911 911,传真：+387 (33) 220 622,电子邮箱：medjunarodna@bhas.ba,网址： http://www.bhas.ba/index.php?lang=en
Export Credit Agency of Bosnia and Herzegovina,,"地址：Hamdije Cemerlica 2, 71000 Sarajevo, Bosna i Hercegovina",联系电话：+387 33 720 140,传真：+387 33 720 148,电子邮箱：iga@iga.gov.ba,网址：http://www.iga.gov.ba/en/
波黑中央银行（Central Bank of Bosnia and Herzegovina）,,,联系电话：+387 (33) 278 100,传真：+387 (33) 278 299,,网址：http://www.cbbh.ba/?id=1&lang=en
萨拉热窝证券交易所（The Sarajevo Stock Exchange）,,"地址：?oke Mazali?a 4/I, Sarajevo",联系电话：(387) 33 251-460,,电子邮箱：contact@sase.ba,网址：http://www.sase.ba/v1/en-us/
保加利亚光伏协会（Bulgarian Photovoltaic Association）,,"地址：42 Vitosha Blvd., Floor 2, App. 3, 1000 Sofia, Bulgaria ",联系电话：+359 2 44 222 28,,电子邮箱：office@bpva.org,网址：http://www.bpva.org/en/index.html
波兰信息和外国投资局（Polish Information and Foreign Investment Agency）,,地址：UI.Bagatela 12；00-585 Warsaw,联系电话：0048-22-3349800,传真：0048-22-334 9999,电子邮箱：invest@paiz.gov.pl,网址：www.paiz.gov.pl 
保加利亚投资署（Bulgaria Investment Agency）,简介：投资署是保加利亚主管投资的政府机构，隶属保加利亚经济和能源部，主要负责投资政策制定、实施以及促进工作。,"地址：31 Aksakov Street, Sofia 1000, Bulgaria",,传真：(+359 2) 980-1320,电子邮箱：iba@investbg.government.bg,网址：http://www.investbg.government.bg/en
波黑间接税局（Indirect Taxation Authority）,,"地址：Uprava za indirektno oporezivanje BiH, Sredi?nji ured UIO, Bana Lazarevi?a bb, 78 000 Banja Luka, Bosnia and Herzegovina",联系电话：+387 51 335 100,传真：+387 51 335 101,电子邮箱：info@uino.gov.ba,网址： http://www.new.uino.gov.ba/en
爱沙尼亚外交部（Ministry of Foreign Affairs）,,"地址：Islandi valjak 1, 15049 Tallinn",联系电话：00372-6377000,传真：00372-6377098,电子邮箱：vminfo@vm.ee,网址：www.vm.ee/
波黑竞争委员会（Council of Competition Bosnia and Herzegovina）,,地址：Radi?eva\u200c 8\u200c?71000\u200c Sarajevo,联系电话：+387\u200c 33\u200c 251\u200c 406,传真：+387\u200c 33\u200c 251\u200c 408,电子邮箱：kontakt@bihkonk.gov.ba,网址： http://bihkonk.gov.ba/en/home
莫斯科银行（BANK OF MOSCOW）,,"地址：bld 3 8/15 Rozhdestvenka St., Moscow 107996, Russian Federation",联系电话：+7 495 745 8000,传真：+7 495 795 2600,电子邮箱：corr@mmbank.ru,网址：http://www.bm.ru/en/
"东帝汶贸易、工业及环境部（MINISTRY OF COMMERCE, INDUSTRY & ENVIRONMENT）",,"地址：Rua Dom Aleixo Corte Real Fomento, Dili, Timor-Leste",,传真：(0670) 255463,电子邮箱：info@mcia.gov.tl,网址：http://www.mcia.gov.tl/
波黑SGL律师事务所,,"地址：Fra An?ela Zvizdovica 1, 71000 Sarajevo, Bosnia and Herzegovina",联系电话：+387 33 295 772/+387 33 295 773,传真：+387 33 295 774/+387 33 295 774,电子邮箱：emina.saracevic@sgl.ba / adis.gazibegovic@sgl.ba,网址：http://www.popov-partners.com/?lang=en
美国花旗银行（Citibank）,,"地址：100 Citibank Drive, San Antonio, TX 78245",联系电话：各项业务具体联系电话请见官网,,,网址：https://online.citi.com/US/Welcome.c
法国兴业银行（SocGen）,,,联系电话：+33 (0)1 42 14 20 00,,,网址：http://www.societegenerale.com/
德意志银行（Deutsche Bank AG）,,"地址；Taunusanlage 12, 60325 FRANKFURT AM MAIN, GERMANY",联系电话：+49 69 910-00,传真：+49 69 910-34225,,网址：https://www.db.com/index_e.htm
东帝汶贸易投资局（Timor-Leste TradeInvest）,简介：该局隶属于贸易、工业与环境部。根据《外国投资法》，东帝汶鼓励外商投资于基础经济领域和出口产业。,"地址：Memorial Hall, Avenida Portugal, Farol, Dili, Timor-Leste",联系电话：00670-3331084,,,
俄罗斯外贸银行（VTB）,,"地址：Federation Tower West, 12, Presnenskaya emb., Moscow, 123100 ",联系电话：+7 (495) 960 9999,传真：+7 (495) 663 4700,电子邮箱：info@vtbcapital.com,网址：http://www.vtbcapital.com/
俄罗斯经济发展部（Ministry of Economic Development of the Russian Federation）,,"地址；1,3 1-ya Tverskaya-Yamskaya, Moscow ",联系电话：+7 495 650-86-39/+7 495 694-03-53,传真：+7 499 251-69-65,电子邮箱：mineconom@economy.gov.ru,网址：http://economy.gov.ru/wps/wcm/connect/economylib4/en/home
俄罗斯财政部（Ministry of Finance of the Russian Federation）,,"地址：109097, Moscow, Ilinka Str. 9",联系电话：+7 (495) 987-91-01,传真：+7(495) 913-46-97,,网址：http://old.minfin.ru/en/
东帝汶CRA TIMOR律师事务所,,"地址：Avenida Mártires da Pátria, Hotel Timor building, Díli, Timor-Leste",联系电话：(+670) 332 53 60,传真：(+670) 332 53 90,电子邮箱： rbs@cratimor.com,网址：http://www.cratimor.com/
保加利亚工业联合会（Bulgaria Industrial Association）,,"地址：Sofia 1000, Alabin str. 16-20 ",联系电话：02/ 932 09 11 ,传真：02/ 987 26 04,电子邮箱：office@bia-bg.com ,网址：http://www.bia-bg.com/
俄罗斯通信和大众传媒部（Ministry of Telecom and Mass Communications of the Russian Federation）,,"地址：125375, Moscow, Tverskaya str. , 7 ",联系电话：+7 (495) 771-81-00,传真：+7 (495) 771-80-02,电子邮箱：office@minsvyaz.ru,网址：http://www.minsvyaz.ru/en/
阿尔法银行（Alpha Bank）??Russia,,"地址：27 Kalanchevskaya Street, Moscow 107078, Russian Federation",联系电话：+7 495 620-91-91/+7 495 974-25-15,,,网址：https://alfabank.com/
东帝汶商业发展促进局（Business Development Support Institute）,,"地址：Dom Aleixo Cortereal Street, Mandarin, Dili, Timor-Leste","联系电话：00670-3310161，,3331027",,,
东帝汶公共工程部（Timor-Leste Ministry of Public Works）,,,联系电话：+670 333 1078 ,,电子邮箱：jose.mendes@mop.gov.tl,网址：http://www.mop.gov.tl/en/
Bhutan National Bank Limited,,,,,,
东帝汶移民局（Immigration Service of Timor-Leste）,,"地址：Ground Floor, Vila Verde (Opposite Obrigado Barracks), Dili, Timor-Leste",,,电子邮箱：informacaosm@gmail.com,网址：http://migracao.gov.tl/
曼迪利银行（PT Bank Mandiri (Persero)Tbk）,,"地址：Avenida Presidente Nicolau Lobato No. 12, Colmera,, Dili",联系电话：+6703317777,,,
俄罗斯天然气工业银行（Gazprombank）,,,,,,
格鲁吉亚Cartu Bank,,"地址：39a Chavchavadze ave., Tbilisi 0162, Georgia",联系电话：(+995 32) 292 55 92,传真：(+995 32) 291 22 79,电子邮箱：info@cartubank.ge,网址：http://www.cartubank.ge/?lng=eng
东帝汶财政部（Timor-Leste Ministry of Finance）,,"地址：Building #5, Palaco do Governo, Dili, Timor-Leste",联系电话：+670 333 9646,,电子邮箱：info@mof.gov.tl,网址：https://www.mof.gov.tl/?lang=en
菲律宾国家水资源管理局（National Water Resources Board）,,"地址：8th Floor, NIA Building, EDSA, Diliman, Quezon City",联系电话：(0632) 928-2365/ (0632) 920-2641（具体官员联系方式请见官网）,传真：(0632) 920-2724,电子邮箱：nwrbphil@gmail.com,网址：http://www.nwrb.gov.ph/
菲律宾司法部（Republic of the Philippines Department of Justice）,,"地址：Padre Faura Street, Ermita, Manila 1000, Republic of the Philippines ",联系电话：(+632) 523 8481,,电子邮箱：communications@doj.gov.ph; dojinfodiv@yahoo.com,网址：http://www.doj.gov.ph/
菲律宾外交部（Republic of the Philippines Department of Foreign Affairs）,,"地址：2330 Roxas Boulevard, Pasay City, Philippines",联系电话：(632) 834-4000/(632) 834-3000,,,网址：http://www.dfa.gov.ph/
菲律宾劳工部（Republic of Philippines Department of Labor and Employment）,,"地址：Muralla Wing cor. General Luna St., Intramuros, Manila, 1002, Philippines",联系电话：527-8000（具体官员联系方式详见官网）,,,网址：http://www.dole.gov.ph/
菲律宾贸工部（Republic of Philippines Department of Trade and Industry）,,"地址：361 Senator Gil J. Puyat Avenue, Makati City, Metro Manila, Philippines 1200",联系电话：(+632) 751.3330,,,网址：http://www.dti.gov.ph/dti/index.php
菲律宾最高法院（Supreme Court of the Philippines）,,"地址：New Supreme Court Building Annex, Padre Faura St., Ermita, 1000 Manila",联系电话：(02) 522-5090; 522-5094,传真：(02) 526-8129,电子邮箱：pio@sc.judiciary.gov.ph,网址：http://sc.judiciary.gov.ph/#
The Bangko Sentral ng Pilipinas（BSP）,简介：菲律宾的中央银行,"地址：A. Mabini St. cor. P. Ocampo St., Malate Manila, Philippines 1004",联系电话：(632) 708.77.01,,电子邮箱：bspmail@bsp.gov.ph ,网址：http://www.bsp.gov.ph/
俄罗斯反垄断署（Federal Antimonopoly Service of the Russian Federation）,,"地址：Sadovaya Kudrinskaya, 11, Moscow, D-242, GSP-3, 125993",联系电话：+7 499 252 24 79/+7 499 254 56 43,传真：+7 499 254 75 21,电子邮箱：international@fas.gov.ru,网址：http://en.fas.gov.ru/
格鲁吉亚工商会（Georgian Chamber of Commerce and Industry）,,"地址：29, Berdznis St, 0112 Tbilisi, Georgia",联系电话：(995) 32 269 47 47,,电子邮箱：info@gcci.ge ,网址：http://www.gcci.ge/?lan=en
俄罗斯中国总商会,,地址：俄罗斯莫斯科新村街4号,联系电话：007-499-9730227,传真：007-499-9735228,电子邮箱：jinlixu@yahoo.com.cn,
菲律宾国内税务局（Republic of the Philippines Bureau of Internal Revenue）,,"地址：BIR National Office Bldg., BIR Road, Diliman, Quezon City, Philippines",联系电话：9817000（具体职能部门联系方式详见官网）,,,网址：http://www.bir.gov.ph/
菲律宾投资署（Board of Investment）,,"地址：Industry and Investments Building, 385 Senator Gil Puyat Avenue, Makati City, 1200 Metro Manila, Philippines",联系电话：897-66-82/895-3640/895-3641,,电子邮箱：bossac@boi.gov.ph,网址：http://www.boi.gov.ph/
俄中双边企业家理事会（ Russian-Chinese Business Council）,,地址：俄罗斯联邦莫斯科市谢瓦斯托波尔斯基街43A,联系电话：007-495-7237178,传真：007-495-7237179,电子邮箱：info@rcbc.ru,网址：http://www.rcbc.ru/en
格鲁吉亚TBC BANK,,,联系电话：+(995 32) 227 27 27,,,网址：http://www.tbcbank.ge/web/en/web/guest/personal-banking
InvestBank银行,,"[""地址：intersection of Al-Zahra",联系电话：+97165980555 ,,,网址：http://www.investbank.ae/
俄罗斯司法部（Ministry of Justice of the Russian Federation）,,"地址：14, Zhitnaya Street, GSP-1, 119991, Moscow",联系电话：+7 (495) 994-93-55,,,网址：http://minjust.ru/en/
俄罗斯海关署（Federal Customs Service）,,,联系电话：+7 (499) 449-7252,传真：+7 (499) 449-7319,,网址：http://eng.customs.ru/
菲律宾能源部（Republic of the Philippines Department of Energy）,,"地址：Energy Center, Rizal Drive, Bonifacio Global City, 1632 Taguig City, Philippines",联系电话：(632) 479-2900（具体官员的联系方式详见官网）,,,网址：https://www.doe.gov.ph/
菲律宾首都银行（Metrobank）,,"地址：Head Office Metrobank Plaza Sen. Gil J. Puyat Avenue, Makati City, 1200 Philippines",联系电话：（632）8700-700,,,网址：https://www.metrobank.com.ph/#
埃及建筑工程承包商联合会（Egypt Federation for Construction & Building Contractors）,,,联系电话：002-02-22675835、22671600,,,
菲岛银行（Bank of the Philippine Islands）,,"地址：6768 Ayala Avenue, Makati City 1226",联系电话：(632) 818-5541 to 48,,,网址：http://www.bpi.com.ph/
"格鲁吉亚Nodia, Urumashvili & Partners Ltd.律师事务所",,"地址：4th Floor, #71 Vazha-Pshavela Avenue 0186, Tbilisi, Georgia",联系电话：(00995-32) 220 74 07 ext.102,传真：(00995-32) 220 74 07 ext.2,电子邮箱：david@nplaw.ge,网址：http://www.nplaw.ge/
格鲁吉亚BLC律师事务所,,"地址：4, Gudiashvili Square, 0114, Tbilisi, Georgia ","联系电话：(995 32) 292 24 91, 292 00 86",传真：(995 32) 293 45 26,电子邮箱：blc@blc.ge,网址：http://www.blc.ge/
哈萨克商业银行（Kazkommertsbank）,,"地址：135 zh, Gagarin Ave.,Almaty, Kazakhstan","联系电话：+7 7272 585-444, +7 7272 507-711",,电子邮箱：CallCenter@kkb.kz,网址：http://en.kkb.kz/
图兰?阿列姆银行（BTA Bank）,,"地址：97, Dzholdasbekov str., Samal-2, Almaty, 050051, Kazakhstan","联系电话：+7 (727) 250-01-11, 250-02-22, 8 (8000) 800-111 (free call)",传真：+7 (727) 250-02-24,,网址：http://bta.kz/en/
哈萨克斯坦人民银行（Kazakhstan Halyk Bank）,,"地址：109V, Abay ave, Almaty, 050008, Republic of Kazakhstan",联系电话：+7 727 259 07 77,传真：+7 727 259 02 71,电子邮箱：halykbank@halykbank.kz,网址：http://www.halykbank.kz/en
欧亚银行（Eurasian Bank）,,,联系电话：+7 (727) 250-77-88,,电子邮箱：contactcenter@eubank.kz,网址：http://en.eubank.kz/
菲律宾关税管理委员会（Republic of the Philippines Tariff Commission）,,"地址：5th Floor, Philippine Heart Center, Medical Arts Building, East Avenue, Diliman 1100, Quezon City, Philippines",联系电话：(632) 926-87-31（for tariff classification and rates of duty）,传真：(632) 921-7960,电子邮箱：info@tariffcommission.gov.ph,网址：http://www.tariffcommission.gov.ph/
哈萨克斯坦证券交易所（Kazakhstan Stock Exchange）,,"地址：8th floor, Northern tower of Multifunctional Complex Almaty Towers, 280 Baizakov Str., Almaty, 050040, Republic of Kazakhstan","联系电话：(+7 727) 237 53 00, 237 53 11",传真：(+7 727) 296 64 02 ,电子邮箱：info@kase.kz,网址：http://www.kase.kz/en
哈萨克斯坦工业与新技术部投资促进中心,,"地址：No.21, Microdistrict Koktem 3, Almaty, 050040, Kazakhstan",联系电话：007-727-2610920,传真：007-727-2501277,,网址：www.kazinvest.kz
